txn_id,txn_hour,txn_amount,amount_deviation,txn_velocity,behavior_score,payment_channel,risk_flag
TXN05100,19,809.47,-0.22,0.7,0.24,CreditCard,0
TXN05101,20,623.57,0.41,0.74,0.15,DebitCard,0
TXN05102,18,1005.12,0.25,0.58,0.29,DebitCard,0
TXN05103,11,1010.04,0.27,0.5,0.12,UPI,0
TXN05104,22,754.66,-0.45,0.54,0.1,DebitCard,0
TXN05105,9,350.57,0.47,0.19,0.07,CreditCard,0
TXN05106,18,841.05,-0.24,0.12,0.07,UPI,0
TXN05107,10,252.6,-0.17,0.64,0.12,UPI,0
TXN05108,19,571.34,-0.11,0.54,0.31,CreditCard,0
TXN05109,12,689.5,0.23,0.11,0.11,UPI,0
TXN05110,9,204.15,-0.28,0.57,0.09,UPI,0
TXN05111,12,1135.77,0.24,0.19,0.33,CreditCard,0
TXN05112,21,508.39,0.04,0.32,0.34,DebitCard,0
TXN05113,16,314.5,-0.32,0.68,0.09,CreditCard,0
TXN05114,22,954.27,0.17,0.37,0.12,UPI,0
TXN05115,19,219.13,0.15,0.34,0.18,UPI,0
TXN05116,22,782.05,-0.47,0.13,0.3,DebitCard,0
TXN05117,15,1046.42,-0.17,0.4,0.2,DebitCard,0
TXN05118,19,813.17,0.06,0.52,0.16,UPI,0
TXN05119,8,535.91,0.08,0.17,0.16,DebitCard,0
TXN05120,15,597.66,0.46,0.33,0.14,DebitCard,0
TXN05121,14,992.3,-0.47,0.22,0.29,UPI,0
TXN05122,21,835.55,-0.34,0.61,0.12,CreditCard,0
TXN05123,9,233.14,0.22,0.46,0.1,DebitCard,0
TXN05124,22,210.19,0.48,0.33,0.18,UPI,0
TXN05125,15,1186.13,0.03,0.41,0.16,UPI,0
TXN05126,16,764.47,-0.41,0.13,0.25,CreditCard,0
TXN05127,14,965.15,0.33,0.42,0.34,CreditCard,0
TXN05128,10,321.42,-0.23,0.37,0.17,DebitCard,0
TXN05129,12,503.95,0.45,0.48,0.18,CreditCard,0
TXN05130,16,615.8,-0.35,0.5,0.18,DebitCard,0
TXN05131,20,599.67,0.14,0.39,0.33,CreditCard,0
TXN05132,8,990.0,-0.14,0.38,0.34,DebitCard,0
TXN05133,20,897.83,0.21,0.8,0.2,DebitCard,0
TXN05134,13,603.42,-0.49,0.42,0.27,CreditCard,0
TXN05135,8,659.77,0.49,0.48,0.07,UPI,0
TXN05136,20,1158.94,0.2,0.7,0.32,UPI,0
TXN05137,22,352.73,-0.46,0.54,0.31,UPI,0
TXN05138,16,222.64,-0.45,0.64,0.07,CreditCard,0
TXN05139,20,507.81,0.46,0.31,0.2,DebitCard,0
TXN05140,11,944.21,0.28,0.16,0.16,UPI,0
TXN05141,13,817.4,0.19,0.69,0.26,UPI,0
TXN05142,10,439.15,0.03,0.38,0.28,DebitCard,0
TXN05143,17,748.6,-0.49,0.22,0.06,CreditCard,0
TXN05144,12,416.72,0.41,0.53,0.32,UPI,0
TXN05145,11,349.28,-0.5,0.71,0.2,UPI,0
TXN05146,11,688.08,0.3,0.49,0.21,DebitCard,0
TXN05147,13,636.27,0.24,0.79,0.11,CreditCard,0
TXN05148,12,426.67,0.03,0.49,0.1,CreditCard,0
TXN05149,20,943.77,0.25,0.57,0.33,UPI,0
TXN05150,19,423.23,-0.08,0.62,0.16,DebitCard,0
TXN05151,14,775.99,-0.49,0.41,0.1,DebitCard,0
TXN05152,12,303.34,-0.42,0.18,0.34,UPI,0
TXN05153,22,576.51,0.17,0.34,0.28,UPI,0
TXN05154,10,485.2,0.23,0.61,0.18,CreditCard,0
TXN05155,22,280.35,-0.03,0.26,0.3,UPI,0
TXN05156,19,684.64,-0.08,0.73,0.17,UPI,0
TXN05157,13,287.25,0.26,0.56,0.15,CreditCard,0
TXN05158,15,917.79,0.11,0.48,0.11,DebitCard,0
TXN05159,8,793.02,0.39,0.63,0.3,DebitCard,0
TXN05160,15,241.11,0.31,0.6,0.1,DebitCard,0
TXN05161,18,376.12,0.3,0.22,0.07,CreditCard,0
TXN05162,9,1184.51,0.19,0.65,0.34,DebitCard,0
TXN05163,20,655.57,-0.19,0.57,0.12,DebitCard,0
TXN05164,18,854.71,-0.06,0.6,0.25,DebitCard,0
TXN05165,18,710.68,0.16,0.42,0.28,CreditCard,0
TXN05166,10,321.95,0.24,0.21,0.26,CreditCard,0
TXN05167,11,461.59,-0.29,0.51,0.25,DebitCard,0
TXN05168,18,256.91,0.46,0.45,0.3,UPI,0
TXN05169,10,447.58,0.45,0.53,0.1,CreditCard,0
TXN05170,13,296.91,-0.29,0.8,0.08,UPI,0
TXN05171,8,834.63,0.05,0.43,0.3,CreditCard,0
TXN05172,13,421.21,0.28,0.62,0.29,UPI,0
TXN05173,19,1066.41,-0.38,0.26,0.21,CreditCard,0
TXN05174,13,1163.69,-0.34,0.64,0.17,DebitCard,0
TXN05175,12,1127.23,0.17,0.27,0.13,CreditCard,0
TXN05176,11,415.52,-0.3,0.15,0.08,CreditCard,0
TXN05177,13,863.17,0.36,0.42,0.14,DebitCard,0
TXN05178,20,352.39,0.45,0.28,0.11,CreditCard,0
TXN05179,12,1152.06,0.46,0.71,0.32,CreditCard,0
TXN05180,20,576.54,-0.12,0.7,0.05,UPI,0
TXN05181,10,845.4,-0.4,0.68,0.34,UPI,0
TXN05182,15,687.96,-0.12,0.66,0.1,CreditCard,0
TXN05183,20,1073.21,-0.46,0.62,0.31,UPI,0
TXN05184,15,1119.99,0.46,0.23,0.05,CreditCard,0
TXN05185,14,781.36,0.03,0.54,0.07,CreditCard,0
TXN05186,11,209.53,-0.46,0.4,0.16,UPI,0
TXN05187,14,1157.58,0.39,0.1,0.14,UPI,0
TXN05188,20,511.35,0.17,0.21,0.29,UPI,0
TXN05189,18,953.07,-0.29,0.57,0.31,DebitCard,0
TXN05190,19,740.46,0.47,0.47,0.17,CreditCard,0
TXN05191,8,322.34,0.41,0.13,0.11,CreditCard,0
TXN05192,21,506.65,-0.44,0.38,0.12,CreditCard,0
TXN05193,16,381.85,0.3,0.1,0.11,UPI,0
TXN05194,20,1159.88,-0.08,0.54,0.29,UPI,0
TXN05195,20,906.6,-0.13,0.16,0.2,DebitCard,0
TXN05196,15,712.34,-0.49,0.31,0.3,CreditCard,0
TXN05197,16,223.0,-0.26,0.39,0.05,UPI,0
TXN05198,11,1123.16,-0.35,0.54,0.1,DebitCard,0
TXN05199,9,655.91,-0.21,0.26,0.14,DebitCard,0
TXN05200,17,580.73,0.42,0.24,0.07,UPI,0
TXN05201,17,705.25,-0.05,0.71,0.19,DebitCard,0
TXN05202,12,534.41,-0.01,0.24,0.17,UPI,0
TXN05203,10,1103.11,0.49,0.3,0.14,UPI,0
TXN05204,10,442.87,0.38,0.26,0.15,DebitCard,0
TXN05205,14,629.75,0.16,0.22,0.18,DebitCard,0
TXN05206,21,507.43,-0.09,0.64,0.22,UPI,0
TXN05207,18,384.16,0.22,0.52,0.06,UPI,0
TXN05208,20,359.18,-0.5,0.42,0.22,DebitCard,0
TXN05209,13,1131.37,0.27,0.21,0.1,UPI,0
TXN05210,12,797.07,-0.4,0.74,0.26,DebitCard,0
TXN05211,17,964.53,-0.05,0.14,0.07,DebitCard,0
TXN05212,10,459.79,-0.08,0.6,0.31,UPI,0
TXN05213,10,1074.72,0.43,0.12,0.26,CreditCard,0
TXN05214,11,683.92,-0.23,0.77,0.18,CreditCard,0
TXN05215,17,265.23,-0.23,0.43,0.19,UPI,0
TXN05216,15,368.58,-0.47,0.15,0.2,CreditCard,0
TXN05217,20,1048.02,0.21,0.52,0.24,UPI,0
TXN05218,15,1034.84,0.27,0.43,0.23,CreditCard,0
TXN05219,11,404.55,-0.35,0.12,0.32,UPI,0
TXN05220,11,610.19,0.05,0.53,0.08,CreditCard,0
TXN05221,8,1060.04,-0.42,0.68,0.34,UPI,0
TXN05222,19,834.51,0.47,0.36,0.26,CreditCard,0
TXN05223,16,229.81,0.15,0.62,0.17,CreditCard,0
TXN05224,17,657.23,-0.46,0.62,0.08,CreditCard,0
TXN05225,12,1156.14,0.34,0.45,0.18,CreditCard,0
TXN05226,8,580.67,-0.14,0.57,0.17,CreditCard,0
TXN05227,17,561.2,-0.49,0.52,0.12,CreditCard,0
TXN05228,13,831.44,-0.46,0.38,0.19,UPI,0
TXN05229,12,435.06,-0.3,0.63,0.08,DebitCard,0
TXN05230,12,1157.86,-0.36,0.3,0.33,UPI,0
TXN05231,18,798.5,-0.49,0.26,0.21,DebitCard,0
TXN05232,11,313.94,0.25,0.39,0.3,DebitCard,0
TXN05233,22,604.04,-0.26,0.58,0.29,UPI,0
TXN05234,11,298.61,0.0,0.2,0.24,CreditCard,0
TXN05235,9,237.96,-0.16,0.56,0.13,UPI,0
TXN05236,21,1016.68,0.48,0.68,0.19,DebitCard,0
TXN05237,8,453.22,-0.33,0.5,0.27,DebitCard,0
TXN05238,18,777.74,0.39,0.47,0.08,UPI,0
TXN05239,12,1037.06,-0.15,0.26,0.09,CreditCard,0
TXN05240,8,914.27,0.37,0.52,0.16,CreditCard,0
TXN05241,22,725.27,-0.07,0.65,0.24,CreditCard,0
TXN05242,10,686.53,0.43,0.67,0.17,DebitCard,0
TXN05243,17,362.49,0.33,0.6,0.19,UPI,0
TXN05244,11,326.38,-0.03,0.29,0.29,DebitCard,0
TXN05245,18,784.16,0.48,0.64,0.18,DebitCard,0
TXN05246,8,443.72,-0.24,0.35,0.06,CreditCard,0
TXN05247,11,777.11,0.41,0.23,0.15,CreditCard,0
TXN05248,19,341.91,-0.24,0.19,0.12,UPI,0
TXN05249,13,636.71,0.12,0.19,0.28,DebitCard,0
TXN05250,21,830.23,-0.42,0.8,0.31,DebitCard,0
TXN05251,11,1091.5,0.34,0.16,0.35,DebitCard,0
TXN05252,13,964.76,0.37,0.64,0.26,CreditCard,0
TXN05253,14,847.1,0.18,0.29,0.27,CreditCard,0
TXN05254,19,440.86,-0.28,0.65,0.32,DebitCard,0
TXN05255,17,608.08,0.04,0.24,0.25,UPI,0
TXN05256,8,638.11,0.33,0.26,0.33,DebitCard,0
TXN05257,10,349.94,0.09,0.41,0.24,CreditCard,0
TXN05258,13,958.59,0.06,0.59,0.05,CreditCard,0
TXN05259,8,351.28,-0.4,0.79,0.15,CreditCard,0
TXN05260,12,219.05,-0.29,0.75,0.08,DebitCard,0
TXN05261,16,736.46,0.3,0.45,0.17,DebitCard,0
TXN05262,13,1138.52,0.19,0.39,0.2,UPI,0
TXN05263,18,1167.08,0.13,0.15,0.34,DebitCard,0
TXN05264,10,1008.2,0.25,0.47,0.19,DebitCard,0
TXN05265,11,769.28,-0.49,0.63,0.09,UPI,0
TXN05266,20,986.11,0.02,0.31,0.21,CreditCard,0
TXN05267,17,946.33,-0.16,0.42,0.25,DebitCard,0
TXN05268,22,331.6,-0.17,0.57,0.12,UPI,0
TXN05269,12,350.77,0.23,0.57,0.35,CreditCard,0
TXN05270,16,1018.04,0.16,0.34,0.31,CreditCard,0
TXN05271,20,249.05,0.08,0.78,0.31,UPI,0
TXN05272,8,585.23,-0.44,0.26,0.32,DebitCard,0
TXN05273,19,691.73,0.33,0.29,0.35,CreditCard,0
TXN05274,13,611.29,-0.48,0.71,0.18,DebitCard,0
TXN05275,12,330.49,-0.19,0.43,0.19,UPI,0
TXN05276,18,856.72,0.33,0.47,0.06,CreditCard,0
TXN05277,8,921.32,0.44,0.77,0.33,UPI,0
TXN05278,20,520.04,0.05,0.17,0.19,DebitCard,0
TXN05279,14,1163.34,-0.01,0.25,0.14,UPI,0
TXN05280,18,965.42,0.18,0.43,0.25,CreditCard,0
TXN05281,19,994.05,-0.47,0.13,0.3,UPI,0
TXN05282,10,709.26,0.32,0.41,0.22,UPI,0
TXN05283,16,278.97,-0.16,0.47,0.23,DebitCard,0
TXN05284,16,349.44,-0.33,0.53,0.13,DebitCard,0
TXN05285,16,380.37,0.26,0.45,0.1,DebitCard,0
TXN05286,10,999.41,0.02,0.63,0.1,UPI,0
TXN05287,19,212.24,0.37,0.34,0.25,CreditCard,0
TXN05288,13,518.44,0.35,0.77,0.28,CreditCard,0
TXN05289,16,923.74,-0.05,0.65,0.05,CreditCard,0
TXN05290,16,555.03,0.04,0.19,0.09,DebitCard,0
TXN05291,8,1117.18,-0.26,0.54,0.25,UPI,0
TXN05292,21,738.43,-0.04,0.79,0.1,CreditCard,0
TXN05293,19,828.71,-0.36,0.19,0.31,DebitCard,0
TXN05294,17,928.61,0.21,0.42,0.33,CreditCard,0
TXN05295,13,452.55,-0.46,0.13,0.28,UPI,0
TXN05296,20,790.46,0.41,0.61,0.31,DebitCard,0
TXN05297,15,748.95,-0.19,0.12,0.19,UPI,0
TXN05298,8,1038.98,-0.21,0.25,0.27,DebitCard,0
TXN05299,21,1033.75,0.36,0.17,0.24,DebitCard,0
TXN05300,10,277.65,-0.28,0.19,0.11,CreditCard,0
TXN05301,14,621.32,-0.2,0.3,0.27,DebitCard,0
TXN05302,22,342.27,-0.39,0.72,0.14,CreditCard,0
TXN05303,12,910.11,0.47,0.39,0.13,UPI,0
TXN05304,17,460.55,0.45,0.19,0.17,DebitCard,0
TXN05305,15,204.8,0.03,0.61,0.11,CreditCard,0
TXN05306,8,916.48,-0.48,0.34,0.12,CreditCard,0
TXN05307,21,210.22,-0.32,0.15,0.16,CreditCard,0
TXN05308,11,747.11,-0.26,0.7,0.34,CreditCard,0
TXN05309,22,399.51,0.09,0.4,0.11,UPI,0
TXN05310,19,202.43,-0.09,0.22,0.23,DebitCard,0
TXN05311,17,934.43,0.23,0.24,0.33,UPI,0
TXN05312,19,439.47,0.22,0.79,0.1,CreditCard,0
TXN05313,13,527.15,-0.35,0.6,0.08,UPI,0
TXN05314,12,717.95,0.2,0.47,0.11,UPI,0
TXN05315,9,717.31,0.08,0.61,0.13,CreditCard,0
TXN05316,16,952.1,0.5,0.66,0.12,DebitCard,0
TXN05317,14,925.59,-0.47,0.77,0.12,CreditCard,0
TXN05318,13,512.85,-0.11,0.78,0.13,DebitCard,0
TXN05319,11,720.64,-0.41,0.52,0.12,DebitCard,0
TXN05320,14,326.09,0.31,0.65,0.15,DebitCard,0
TXN05321,15,266.54,0.14,0.59,0.3,UPI,0
TXN05322,15,1028.09,0.45,0.47,0.24,CreditCard,0
TXN05323,20,1134.04,-0.03,0.42,0.3,UPI,0
TXN05324,11,784.16,-0.3,0.6,0.19,CreditCard,0
TXN05325,13,843.41,-0.29,0.45,0.34,CreditCard,0
TXN05326,11,1164.67,0.14,0.21,0.28,UPI,0
TXN05327,11,364.27,-0.44,0.74,0.12,UPI,0
TXN05328,21,355.71,0.04,0.42,0.06,UPI,0
TXN05329,9,656.62,0.42,0.59,0.27,CreditCard,0
TXN05330,10,781.1,0.18,0.25,0.24,DebitCard,0
TXN05331,14,625.3,0.07,0.49,0.31,UPI,0
TXN05332,9,404.19,-0.23,0.68,0.25,UPI,0
TXN05333,12,597.96,0.22,0.42,0.16,CreditCard,0
TXN05334,9,777.99,-0.49,0.31,0.06,DebitCard,0
TXN05335,11,210.75,0.24,0.3,0.13,DebitCard,0
TXN05336,17,472.18,0.03,0.68,0.07,DebitCard,0
TXN05337,20,431.45,0.34,0.14,0.11,UPI,0
TXN05338,13,934.52,-0.38,0.72,0.12,UPI,0
TXN05339,21,699.71,-0.06,0.71,0.23,DebitCard,0
TXN05340,8,1158.63,-0.41,0.3,0.13,CreditCard,0
TXN05341,11,212.34,0.4,0.35,0.09,UPI,0
TXN05342,17,1093.87,-0.06,0.55,0.32,CreditCard,0
TXN05343,15,782.56,-0.16,0.28,0.32,DebitCard,0
TXN05344,11,1132.13,-0.49,0.23,0.33,UPI,0
TXN05345,10,719.84,-0.05,0.67,0.21,CreditCard,0
TXN05346,13,574.43,-0.34,0.56,0.27,UPI,0
TXN05347,9,1161.12,-0.32,0.38,0.07,UPI,0
TXN05348,15,263.04,-0.11,0.25,0.18,DebitCard,0
TXN05349,11,818.45,0.31,0.38,0.18,DebitCard,0
TXN05350,11,533.44,-0.0,0.73,0.16,DebitCard,0
TXN05351,22,792.25,0.14,0.39,0.18,UPI,0
TXN05352,9,1076.12,-0.22,0.78,0.22,CreditCard,0
TXN05353,11,445.72,-0.04,0.16,0.18,CreditCard,0
TXN05354,15,748.68,-0.25,0.73,0.35,CreditCard,0
TXN05355,12,1150.98,-0.21,0.33,0.18,CreditCard,0
TXN05356,15,463.34,-0.31,0.71,0.19,CreditCard,0
TXN05357,22,1013.84,0.1,0.7,0.18,UPI,0
TXN05358,9,844.87,0.03,0.23,0.28,CreditCard,0
TXN05359,15,269.55,-0.5,0.55,0.29,CreditCard,0
TXN05360,16,782.91,-0.07,0.25,0.31,DebitCard,0
TXN05361,10,733.54,0.11,0.63,0.27,CreditCard,0
TXN05362,14,255.87,0.16,0.3,0.06,DebitCard,0
TXN05363,16,882.45,0.01,0.55,0.09,UPI,0
TXN05364,19,1006.42,-0.23,0.32,0.21,UPI,0
TXN05365,9,817.45,0.06,0.61,0.26,DebitCard,0
TXN05366,20,298.33,-0.16,0.34,0.13,CreditCard,0
TXN05367,12,985.78,-0.1,0.58,0.09,DebitCard,0
TXN05368,9,914.73,0.32,0.25,0.29,DebitCard,0
TXN05369,16,848.38,-0.19,0.52,0.19,UPI,0
TXN05370,20,222.09,0.32,0.64,0.29,CreditCard,0
TXN05371,17,1055.58,-0.37,0.67,0.1,CreditCard,0
TXN05372,18,759.45,-0.29,0.34,0.08,CreditCard,0
TXN05373,15,519.63,-0.37,0.77,0.07,DebitCard,0
TXN05374,11,1048.69,0.28,0.68,0.25,CreditCard,0
TXN05375,10,643.67,-0.02,0.16,0.08,DebitCard,0
TXN05376,8,937.33,-0.07,0.75,0.17,CreditCard,0
TXN05377,16,602.85,-0.01,0.65,0.28,UPI,0
TXN05378,16,759.49,0.01,0.6,0.32,DebitCard,0
TXN05379,14,503.84,0.38,0.32,0.2,DebitCard,0
TXN05380,15,450.35,0.38,0.48,0.31,DebitCard,0
TXN05381,14,1127.93,0.38,0.2,0.1,UPI,0
TXN05382,15,232.44,0.11,0.18,0.15,UPI,0
TXN05383,15,306.63,-0.37,0.14,0.22,UPI,0
TXN05384,12,422.15,-0.12,0.17,0.27,DebitCard,0
TXN05385,22,546.3,-0.48,0.6,0.34,CreditCard,0
TXN05386,9,863.98,0.45,0.49,0.32,DebitCard,0
TXN05387,18,348.4,0.09,0.34,0.09,CreditCard,0
TXN05388,17,784.82,-0.3,0.74,0.32,UPI,0
TXN05389,20,433.03,-0.13,0.49,0.31,UPI,0
TXN05390,8,385.99,0.5,0.52,0.14,DebitCard,0
TXN05391,18,1043.09,0.26,0.64,0.22,UPI,0
TXN05392,12,1188.45,0.33,0.65,0.22,CreditCard,0
TXN05393,8,375.12,-0.16,0.54,0.16,DebitCard,0
TXN05394,21,284.51,0.04,0.62,0.23,DebitCard,0
TXN05395,19,728.64,0.23,0.11,0.27,DebitCard,0
TXN05396,8,996.04,-0.37,0.65,0.06,DebitCard,0
TXN05397,22,1089.75,0.24,0.68,0.11,UPI,0
TXN05398,19,1037.6,-0.17,0.56,0.18,CreditCard,0
TXN05399,13,606.1,0.1,0.45,0.08,UPI,0
TXN05400,10,660.03,-0.41,0.23,0.11,CreditCard,0
TXN05401,19,513.37,0.02,0.5,0.1,CreditCard,0
TXN05402,15,410.26,0.05,0.57,0.2,DebitCard,0
TXN05403,12,856.7,-0.07,0.37,0.26,UPI,0
TXN05404,16,1040.67,-0.11,0.54,0.11,CreditCard,0
TXN05405,22,947.26,-0.14,0.36,0.29,UPI,0
TXN05406,18,1101.98,-0.25,0.79,0.14,CreditCard,0
TXN05407,12,663.01,-0.29,0.65,0.32,UPI,0
TXN05408,18,501.83,0.28,0.29,0.2,DebitCard,0
TXN05409,22,804.84,-0.15,0.54,0.26,CreditCard,0
TXN05410,18,523.56,0.31,0.68,0.05,DebitCard,0
TXN05411,14,633.35,0.03,0.42,0.31,CreditCard,0
TXN05412,19,587.42,0.49,0.32,0.21,DebitCard,0
TXN05413,18,1192.24,-0.37,0.4,0.33,UPI,0
TXN05414,22,872.39,-0.03,0.54,0.13,UPI,0
TXN05415,22,1064.84,-0.03,0.78,0.22,UPI,0
TXN05416,14,586.86,-0.06,0.46,0.11,DebitCard,0
TXN05417,13,315.28,-0.25,0.14,0.32,UPI,0
TXN05418,18,1012.82,-0.08,0.41,0.28,UPI,0
TXN05419,12,419.42,-0.5,0.57,0.14,UPI,0
TXN05420,18,1196.34,-0.48,0.62,0.16,CreditCard,0
TXN05421,11,1174.04,0.46,0.41,0.3,DebitCard,0
TXN05422,11,828.04,0.2,0.57,0.22,DebitCard,0
TXN05423,17,1185.29,0.34,0.18,0.29,CreditCard,0
TXN05424,18,585.68,0.28,0.34,0.1,DebitCard,0
TXN05425,18,644.15,0.34,0.37,0.18,CreditCard,0
TXN05426,12,630.41,-0.4,0.41,0.34,DebitCard,0
TXN05427,10,246.0,-0.38,0.34,0.11,DebitCard,0
TXN05428,21,1020.13,-0.35,0.27,0.14,CreditCard,0
TXN05429,15,731.75,0.39,0.41,0.31,UPI,0
TXN05430,15,214.02,0.06,0.18,0.29,CreditCard,0
TXN05431,13,891.45,0.49,0.28,0.32,CreditCard,0
TXN05432,9,414.07,-0.43,0.74,0.25,UPI,0
TXN05433,9,784.02,-0.32,0.75,0.28,DebitCard,0
TXN05434,13,662.09,0.14,0.19,0.22,DebitCard,0
TXN05435,9,549.26,0.15,0.2,0.32,UPI,0
TXN05436,22,253.09,-0.25,0.22,0.16,CreditCard,0
TXN05437,22,488.14,0.28,0.28,0.07,UPI,0
TXN05438,17,602.05,0.1,0.44,0.17,DebitCard,0
TXN05439,13,486.56,0.2,0.19,0.1,UPI,0
TXN05440,22,569.74,0.32,0.51,0.12,CreditCard,0
TXN05441,10,641.52,-0.22,0.38,0.28,DebitCard,0
TXN05442,16,658.44,0.11,0.61,0.33,UPI,0
TXN05443,11,707.21,-0.38,0.17,0.19,CreditCard,0
TXN05444,13,353.75,0.35,0.16,0.07,DebitCard,0
TXN05445,15,1039.01,-0.33,0.66,0.23,DebitCard,0
TXN05446,22,970.62,0.45,0.72,0.16,UPI,0
TXN05447,14,750.23,-0.13,0.16,0.05,UPI,0
TXN05448,10,390.9,-0.37,0.5,0.25,UPI,0
TXN05449,10,702.97,-0.02,0.34,0.1,UPI,0
TXN05450,22,210.67,0.18,0.44,0.08,CreditCard,0
TXN05451,17,949.79,0.16,0.79,0.27,CreditCard,0
TXN05452,19,1055.52,-0.29,0.66,0.05,UPI,0
TXN05453,20,694.71,0.09,0.68,0.35,DebitCard,0
TXN05454,14,1121.09,0.36,0.42,0.09,CreditCard,0
TXN05455,10,496.86,-0.34,0.22,0.29,CreditCard,0
TXN05456,12,672.25,-0.05,0.31,0.21,CreditCard,0
TXN05457,17,1000.72,-0.28,0.42,0.05,UPI,0
TXN05458,15,516.44,0.17,0.68,0.26,UPI,0
TXN05459,10,732.13,0.25,0.36,0.28,UPI,0
TXN05460,15,740.32,0.11,0.54,0.22,UPI,0
TXN05461,14,756.44,-0.15,0.49,0.29,CreditCard,0
TXN05462,18,481.53,0.28,0.4,0.25,DebitCard,0
TXN05463,12,875.06,-0.27,0.45,0.25,CreditCard,0
TXN05464,11,874.5,-0.22,0.65,0.18,UPI,0
TXN05465,22,866.76,-0.44,0.11,0.19,DebitCard,0
TXN05466,9,676.08,-0.37,0.78,0.1,CreditCard,0
TXN05467,11,376.59,0.3,0.57,0.14,UPI,0
TXN05468,13,564.43,-0.14,0.27,0.34,CreditCard,0
TXN05469,8,344.93,-0.33,0.4,0.08,DebitCard,0
TXN05470,8,228.19,0.07,0.29,0.16,CreditCard,0
TXN05471,14,1079.04,0.09,0.74,0.12,CreditCard,0
TXN05472,14,791.56,-0.39,0.42,0.13,CreditCard,0
TXN05473,20,308.91,-0.09,0.18,0.21,UPI,0
TXN05474,8,625.99,-0.22,0.45,0.34,UPI,0
TXN05475,11,298.99,0.44,0.65,0.09,DebitCard,0
TXN05476,20,496.32,-0.43,0.75,0.1,UPI,0
TXN05477,17,230.25,-0.3,0.41,0.29,DebitCard,0
TXN05478,19,827.1,-0.3,0.12,0.16,CreditCard,0
TXN05479,14,700.07,-0.33,0.38,0.21,DebitCard,0
TXN05480,14,1022.14,0.34,0.69,0.06,UPI,0
TXN05481,9,683.26,0.35,0.42,0.35,CreditCard,0
TXN05482,14,765.24,0.21,0.29,0.3,CreditCard,0
TXN05483,8,676.55,0.03,0.16,0.21,CreditCard,0
TXN05484,9,996.21,-0.21,0.19,0.14,UPI,0
TXN05485,19,775.1,0.27,0.18,0.26,DebitCard,0
TXN05486,15,1021.3,-0.28,0.15,0.19,CreditCard,0
TXN05487,21,973.54,0.12,0.44,0.07,CreditCard,0
TXN05488,18,1149.46,0.39,0.65,0.21,CreditCard,0
TXN05489,17,913.18,0.0,0.43,0.07,DebitCard,0
TXN05490,9,1121.97,-0.14,0.77,0.25,UPI,0
TXN05491,16,959.94,-0.15,0.3,0.14,UPI,0
TXN05492,21,388.71,-0.13,0.72,0.23,UPI,0
TXN05493,16,601.29,-0.15,0.43,0.08,UPI,0
TXN05494,8,980.46,-0.24,0.33,0.16,DebitCard,0
TXN05495,12,1075.87,0.47,0.72,0.21,UPI,0
TXN05496,15,309.93,-0.16,0.6,0.31,UPI,0
TXN05497,20,639.65,-0.46,0.74,0.35,UPI,0
TXN05498,11,924.17,-0.4,0.18,0.28,CreditCard,0
TXN05499,18,444.07,0.31,0.74,0.33,UPI,0
TXN05500,8,326.03,0.17,0.69,0.28,UPI,0
TXN05501,8,600.32,0.5,0.78,0.21,DebitCard,0
TXN05502,12,1185.16,0.35,0.46,0.09,DebitCard,0
TXN05503,19,545.82,-0.25,0.4,0.34,DebitCard,0
TXN05504,19,354.02,0.13,0.18,0.29,UPI,0
TXN05505,9,210.28,0.44,0.35,0.35,CreditCard,0
TXN05506,11,678.93,-0.01,0.38,0.22,UPI,0
TXN05507,14,340.78,0.41,0.65,0.28,DebitCard,0
TXN05508,14,494.41,0.25,0.51,0.16,DebitCard,0
TXN05509,12,829.5,-0.05,0.32,0.18,UPI,0
TXN05510,20,480.49,-0.36,0.32,0.17,CreditCard,0
TXN05511,9,678.59,0.47,0.68,0.05,CreditCard,0
TXN05512,22,513.03,0.28,0.77,0.27,DebitCard,0
TXN05513,17,989.51,-0.23,0.25,0.13,CreditCard,0
TXN05514,22,592.19,0.17,0.17,0.06,UPI,0
TXN05515,18,1104.26,-0.46,0.4,0.12,DebitCard,0
TXN05516,19,323.22,-0.12,0.15,0.1,UPI,0
TXN05517,17,538.14,-0.26,0.51,0.33,DebitCard,0
TXN05518,8,714.78,-0.25,0.68,0.08,UPI,0
TXN05519,13,228.16,-0.45,0.65,0.14,UPI,0
TXN05520,20,510.83,-0.04,0.17,0.18,CreditCard,0
TXN05521,11,543.04,0.11,0.78,0.24,CreditCard,0
TXN05522,19,1019.59,-0.48,0.14,0.17,DebitCard,0
TXN05523,16,246.69,-0.19,0.46,0.15,UPI,0
TXN05524,20,789.17,0.29,0.69,0.1,UPI,0
TXN05525,9,1014.99,-0.22,0.54,0.34,UPI,0
TXN05526,11,718.61,0.27,0.49,0.07,DebitCard,0
TXN05527,10,1185.64,0.43,0.7,0.18,DebitCard,0
TXN05528,14,628.03,0.12,0.25,0.14,CreditCard,0
TXN05529,14,365.43,-0.22,0.37,0.25,DebitCard,0
TXN05530,9,426.68,0.33,0.36,0.27,CreditCard,0
TXN05531,17,476.85,0.02,0.36,0.08,CreditCard,0
TXN05532,21,958.5,0.27,0.66,0.1,DebitCard,0
TXN05533,18,1045.77,-0.25,0.23,0.18,DebitCard,0
TXN05534,17,563.45,-0.43,0.58,0.12,UPI,0
TXN05535,9,506.1,0.36,0.37,0.1,CreditCard,0
